0,4.1329,-1.7025
1,-2.8813,2.4193
2,0.5726,1.034
3,5.2974,2.5064
4,-3.1765,2.4055
5,4.6205,2.2052
6,4.6817,2.4813
7,-2.3106,2.3229
8,-3.35,2.3229
9,-1.3662,-0.9864
10,-2.9407,2.2838
11,-3.0641,2.3123
12,4.7491,2.4583
13,5.0052,2.5779
14,1.1028,1.354
15,1.1315,0.683
16,1.0388,1.4778
17,-2.9392,2.8209
18,4.746,2.3012
19,1.4341,0.7343
20,0.7694,1.24
21,0.8831,1.1823
22,4.6447,2.3977
23,4.913,2.2125
24,-3.3537,2.3906
25,-2.759,2.5466
26,1.1406,1.2411
27,0.8912,-0.0405
28,-2.7418,2.3201
29,-2.8485,2.4583
30,5.0404,2.171
31,-1.6647,-1.1431
32,4.9633,2.2557
33,0.344,0.8059
34,-1.8148,-0.737
35,1.5131,0.7137
36,-2.0886,-1.3294
37,5.1781,2.1045
38,-3.0564,-0.6638
39,4.7411,2.3939
40,4.9288,2.4601
41,0.0398,1.1903
42,5.2913,-1.8082
43,-2.1792,-0.6429
44,0.1611,0.9341
45,0.7622,0.9122
46,-2.8036,2.3917
47,0.7157,1.0737
48,4.942,2.336
49,5.0969,2.3282
50,5.0291,2.6246
51,-1.9469,-1.0348
52,-1.8661,-1.0498
53,4.8367,2.6862
54,5.4203,2.5499
55,0.6832,0.3264
56,4.8218,2.3085
57,-3.0196,2.7221
58,1.0143,0.8154
59,0.6728,1.1295
60,5.0131,2.3714
61,4.9292,2.5678
62,-3.1848,2.5505
63,-2.7292,2.5042
64,-2.7428,2.4459
65,1.1368,0.7366
66,4.8316,2.6418
67,-1.9113,-0.5643
68,-2.8069,2.2334
69,4.8028,2.4785
70,-3.4798,2.5148
71,0.2323,1.2724
72,4.7288,2.3087
73,1.1896,1.2777
74,-3.0408,2.3737
75,-3.3116,2.3535
76,0.8611,0.437
77,4.9082,2.6006
78,4.8981,2.7769
79,1.0388,0.8276
80,-3.2519,2.198
81,1.1027,1.4649
82,5.312,2.6636
83,4.729,2.4285
84,5.1084,2.4513
85,5.1166,2.2227
86,-2.3323,-0.8424
87,-3.5132,2.4752
88,1.0852,0.8315
89,4.6486,2.6778
90,4.969,2.8032
91,1.4744,1.4902
92,5.369,2.8747
93,5.0862,2.5295
94,1.1848,0.8789
95,0.9199,0.3186
96,4.8473,2.2738
97,-1.0977,-0.97
98,4.8056,2.3844
99,5.0409,2.4457
100,0.97,1.0641
101,0.6628,0.7772
102,-3.3752,2.5687
103,-3.0982,2.776
104,-3.1798,2.7182
105,1.1743,0.9593
106,-3.144,2.785
107,-1.5595,-0.494
108,-2.5562,2.5768
109,-3.2653,2.2575
110,-3.1318,2.3518
111,-1.8217,-0.4521
112,5.5819,-2.3432
113,-3.1585,2.4297
114,5.1243,2.2695
115,0.6332,1.3948
116,-2.0285,-1.1288
117,5.2504,2.4184
118,-2.5544,2.1921
119,-3.0538,2.5021
120,0.6082,0.675
121,1.5716,1.1599
122,-3.2454,2.4014
123,0.3412,0.9638
124,-2.0035,2.9649
125,1.2322,1.2926
126,4.7517,2.3121
127,0.6505,1.1465
128,1.2899,0.8279
129,-2.4724,-1.1157
130,1.0561,1.7846
131,-3.27,2.3107
132,-2.9515,2.7828
133,5.1157,2.3882
134,-3.52,2.3338
135,5.0529,2.3586
136,1.3545,1.1361
137,-3.3333,2.2929
138,4.9709,2.4559
139,4.9044,2.8396
140,-3.6278,2.4448
141,4.8743,2.348
142,4.9741,2.7495
143,6.9159,-1.5739
144,-1.7306,-1.2557
145,-2.6244,2.1422
146,-2.9647,2.3631
147,-3.1817,2.3008
148,1.2788,0.4795
149,1.4191,0.9323
150,4.8661,2.4261
151,-2.7333,2.1507
152,-1.5279,0.0923
153,2.9841,-2.0488
154,5.3745,-1.123
155,-1.8175,-1.1885
156,5.1747,2.4738
157,-2.2546,2.464
158,5.203,2.72
159,0.7842,1.2576
160,-2.9903,2.7191
161,-1.5528,-0.7529
162,0.925,1.1081
163,1.0619,0.3659
164,5.082,2.5215
165,1.0215,0.5858
166,-3.0099,2.3863
167,4.7526,2.5343
168,-2.6609,2.644
169,0.9817,0.9763
170,-1.739,-1.4354
171,0.784,1.1294
172,0.3517,0.8046
173,-2.3512,2.7246
174,-2.7567,2.6749
175,-3.3766,2.4694
176,-2.8555,2.4568
177,1.0319,1.3999
178,0.5369,0.7799
179,5.091,2.6707
180,-2.1405,-0.445
181,4.8778,2.414
182,5.1968,2.8655
183,0.0664,1.1106
184,-2.0033,-0.4698
185,-2.2871,-1.4291
186,4.9816,2.2485
187,5.1695,2.656
188,5.119,2.2233
189,4.8363,2.5417
190,5.3818,2.7405
191,1.1127,0.942
192,-1.9813,-1.1551
193,4.9502,2.1426
194,0.582,1.1203
195,-2.7884,2.7921
196,-2.9335,2.2962
197,-3.0415,2.1533
198,4.9431,2.6822
199,1.0779,1.0352
200,0.8997,0.9808
201,-2.8259,2.5122
202,-2.1009,-1.5753
203,0.877,0.9855
204,5.0172,2.2514
205,0.6607,1.5403
206,-2.9944,2.5147
207,-2.6684,2.3522
208,-2.6469,2.079
209,4.9247,2.1519
210,0.4223,1.3114
211,-2.2833,2.5291
212,-3.0466,2.6861
213,4.7577,2.3783
214,5.2289,2.5514
215,-1.7526,-0.0921
216,0.4964,0.7838
217,4.9402,2.17
218,4.964,2.6831
219,1.3586,0.782
220,0.7622,0.9483
221,4.7652,2.4758
222,-3.7417,2.5571
223,-1.9202,-0.7137
224,5.042,2.3721
225,-3.201,2.209
226,-3.2903,2.085
227,5.9761,-1.4895
228,-3.3938,2.5535
229,4.8121,2.6041
230,5.2607,2.8136
231,0.7568,0.8175
232,4.794,2.4927
233,5.0284,2.8167
234,-1.777,-0.7171
235,0.2758,1.3978
236,-2.7999,2.7719
237,0.9475,1.1533
238,1.2006,1.4685
239,4.9557,2.5526
240,-2.7896,2.8415
241,4.7688,2.3862
242,0.7328,0.492
243,-1.86,-0.4836
244,1.384,1.1493
245,1.5506,0.8208
246,0.9588,0.8518
247,-1.7581,0.4936
248,-3.2062,2.5337
249,-2.4527,2.5913
250,5.3534,2.2409
251,0.702,0.8139
252,1.5601,0.677
253,5.2769,2.9979
254,1.1775,0.9865
255,3.2162,-1.785
256,0.7157,0.7596
257,0.5054,0.2768
258,1.763,1.0138
259,1.6367,1.0134
260,1.2981,1.1177
261,1.2313,1.3546
262,4.867,2.6564
263,1.0813,0.6812
264,1.0186,0.9607
265,1.3347,0.4614
266,4.9165,2.6672
267,1.6001,1.5665
268,1.211,1.2285
269,4.8814,2.3565
270,1.9371,1.2352
271,-3.4835,2.4421
272,5.053,2.5716
273,5.1231,2.4663
274,4.9973,2.6144
275,1.2939,0.7875
276,1.0094,1.1366
277,-3.0706,2.7479
278,-3.2894,2.4226
279,-3.1476,2.3447
280,5.1083,2.1845
281,-2.0161,-0.6921
